ID,Wert,demand_std_MWh/y,Aenderung
ID_93A159D8-C7DA-4348-ADC0-F83821D97B94,227.57239466666667,185.76702926615138,22.50419009533714
ID_962B9583-6BDA-43F2-A5FE-046BEA440B3F,105.86460615111112,148.968248060205,-28.934784741291786
ID_96BEDB70-FBC2-4255-AC70-A9D53DF6B95E,221.42244181333334,174.9217656169945,26.58369930827012
ID_96C8EF02-E040-4C21-A340-DC7839352C55,233.9154238577778,226.1595521982415,3.42938053429547
ID_970C08BB-A0A4-4A6A-ADE1-B588F18A8150,385.3261573688889,357.1222546278878,7.89754835368321
ID_9868CE2E-431C-4815-A4D8-9025F78E9AB3,153.6673018311111,192.475518355858,-20.16267671662865
ID_9BFE4732-0CC9-4B8A-AEBB-FA288B1BF240,260.63252138666667,110.33091522503013,136.22800631634613
ID_A2D003DE-0F12-4DF1-A207-A9E143A6C31C,103.5574112711111,115.0031352526977,-9.952532125699683
ID_A47CDFB3-BD6E-4F74-A6F0-826E1B693DC7,138.7867431822222,204.57992487435604,-32.160135816132055
ID_A4F9B771-1AED-4CD8-AB1D-868A21C313F2,280.2517060266667,227.47929826824023,23.19877376102946
ID_A621ABFA-F96B-45BB-A798-FC26D410ED3E,142.19704547555554,127.83505932684302,11.234778803514635
ID_A7F98362-3BEB-4C9A-AB0E-C77D86461689,103.21966421333333,133.597530995909,-22.73834445601087
ID_A8CBB60C-E2B0-4442-AFC8-762AE59ABCBD,113.08689180444445,180.00991152954978,-37.177408264055224
ID_A9AD5578-1921-4D99-A890-4C2B4866287A,19.60589312,17.070482320980876,14.852602002363573
ID_AC2FA23D-35EB-4798-AC3A-D1EF66330CE0,199.3633700977778,215.65851186821914,-7.555992865423601
ID_AC7EDCA8-21B1-4A37-A10F-4BF9FB85FC45,174.81504085333333,337.9433158654403,-48.27089850685496
ID_AE3E13E3-3997-4913-A815-85AA0B78CDB3,119.30730496,160.0764945650478,-25.468567209585576
ID_AFBFF4D9-BFE8-41AB-A694-9903E9EAC569,118.56718506666667,168.59035798559717,-29.671431697893436
ID_B0CE3253-C50D-49A4-AD3F-C6CAEC18AFD1,129.61539868444444,146.71140976852706,-11.65281630859913
ID_B1B2DAF2-3A46-4789-A5CF-7D2CA88CDAB3,125.43302769777779,181.38760797573033,-30.848072204270576
ID_B577F913-0C81-448C-A308-155E2F158427,231.11337756444445,276.2198540669298,-16.329918301801648
ID_BE29A20B-27A9-4530-A441-A63CF1BB157A,0.22823937777777778,11.270786066319646,-97.97494712050455
ID_C1E068A3-4A22-4BD9-A8A1-2977BDBC06D3,118.79890033777778,124.00521521071616,-4.198464446911798
ID_C5CF275A-F8E0-4124-A9DF-F05F8D2C58F1,63.24086101333334,126.22514214108729,-49.89836419225712
ID_C64F8F99-6241-4B16-A7FB-47005D4716B7,142.87335879111112,168.53349864009652,-15.22554272950962
ID_C65829EE-DB94-4DF5-A4D2-20943290F798,246.93209315555555,243.4149414714078,1.4449202102743135
ID_C67ED87C-7D4E-4B71-A29B-36154EE86428,71.43049898666668,171.74507941309795,-58.40899824858732
ID_CB0E118F-D659-4BEE-A91E-2399D9BE0B0B,144.30305393777778,168.7658977756768,-14.495134479369149
ID_CC4B4682-73A6-414E-A980-C65E86D1D4F9,160.32801678222222,148.2785700126023,8.126222668991094
ID_CDCEF7AC-D9BC-40A7-AFAC-80BD04A8F158,144.01721685333334,214.4585774301258,-32.846138131147235
ID_CE04F4A6-299B-41F4-A95A-52ECE10086FB,150.53409848888887,183.1528448276468,-17.809576678676923
ID_CFD9F21C-5AE0-4481-A899-F9B2F5D042F9,71.77790805333333,167.81842061507152,-57.22882637659201
ID_D0562445-F391-4725-A813-4A9C75EC7251,120.90636515555556,173.33410535852403,-30.246638475750053
ID_D2CE023A-D5E0-4E8E-A330-E161739BF000,227.18418488888886,274.7068158325596,-17.299400016575092
ID_D8D8D968-1AFD-436A-A53B-30F7A91F47C4,132.2571821511111,121.17163672331384,9.148630593403844
ID_DFB6EFDA-92A2-4646-A91F-1E8F4F107482,190.51855872,143.48447865586317,32.779907976628294
ID_E1BEDAC5-6262-4C7C-A5CF-62DF8A8E4A93,212.9398260622222,244.6732899944864,-12.969729525024693
ID_E5521D64-4C87-4338-ADF7-F87353E64A04,106.28095089777777,159.95028860032826,-33.55376109176982
ID_E6C4C950-DE5B-49CE-A014-000A18761655,118.66846549333334,138.8690751873015,-14.54651416575095
ID_E85B909B-3CC9-42C0-A29E-05B2BC4C733D,106.06448184888889,169.8753214936509,-37.56333708963543
ID_E96E3475-25A5-4477-A9C5-991A4FE66CC6,112.97607224888888,120.55350539976368,-6.285535311269058
ID_EC28993C-706A-4E0F-AF4A-BC42206E547A,146.3230737066667,160.67837828032677,-8.93418562428802
ID_EC35ABFE-5DC8-4055-A019-79A787C12322,60.48480369777778,163.35115468548037,-62.972527611306795
ID_F6931FBC-8067-47B6-AC96-BCB95F10600F,121.8993720888889,171.94913937934328,-29.107308981662168
ID_F9EE9ADD-2E38-4ECB-A8A8-415271F1C3D6,122.94317852444445,90.88804647178098,35.26880959270698
ID_FC04B27A-B979-4A78-AF13-23C88244A821,227.56434830222224,202.95351406422495,12.12634053244782
ID_FC108A21-949E-4212-A026-F3FDEB432200,70.11266104888888,178.28731203224518,-60.6743406192538
ID_FDD304D6-DD48-450B-AB13-B5FE75257E1A,130.55052458666665,156.48204730147899,-16.57156406245922
ID_FFA43F9F-E452-4C69-AB70-BC9C45F50140,323.30656426666667,421.9751779586772,-23.382563441130383
